"County","City","State","Postal Code","Model Year","Make","Model","Electric Vehicle Type","Clean Alternative Fuel Vehicle (CAFV) Eligibility","Electric Range","Base MSRP","Legislative District","DOL Vehicle ID","Vehicle Location","Electric Utility","2020 Census Tract"
"King","Bellevue","WA","98008","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","274479404","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023403"
"King","Renton","WA","98056","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","281983467","POINT (-122.2044 47.52136)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025304"
"King","Federal Way","WA","98003","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","282696060","POINT (-122.3303 47.30151)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030007"
"King","Seattle","WA","98121","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","241311598","POINT (-122.34468 47.61578)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007201"
"King","Renton","WA","98056","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","11","262896812","POINT (-122.2044 47.52136)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025601"
"King","Seattle","WA","98199","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","199421582","POINT (-122.40092 47.65908)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005700"
"King","Sammamish","WA","98074","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","235830444","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032317"
"King","Sammamish","WA","98074","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","190343933","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032317"
"King","Seattle","WA","98121","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","264301810","POINT (-122.34468 47.61578)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008004"
"King","Sammamish","WA","98075","2022","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","195422951","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032215"
"King","Seattle","WA","98112","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","275007351","POINT (-122.30207 47.64085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006400"
"King","Covington","WA","98042","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","205950832","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032007"
"King","Des Moines","WA","98198","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","261302975","POINT (-122.3219 47.40173)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028901"
"King","Maple Valley","WA","98038","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","245766510","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032010"
"King","Seattle","WA","98107","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","218274087","POINT (-122.38591 47.67597)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033004701"
"Snohomish","Everett","WA","98208","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","284043952","POINT (-122.18637 47.89251)","PUGET SOUND ENERGY INC","53061041606"
"King","Issaquah","WA","98027","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","192648067","POINT (-122.03439 47.5301)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025006"
"King","Kent","WA","98032","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","199514563","POINT (-122.23741 47.3807)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029102"
"King","Maple Valley","WA","98038","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","216869845","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031604"
"Clark","Camas","WA","98607","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","276770203","POINT (-122.40199 45.58694)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040609"
"King","Maple Valley","WA","98038","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","249687651","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"King","Des Moines","WA","98198","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","277616230","POINT (-122.3219 47.40173)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029003"
"King","Issaquah","WA","98029","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","259422509","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032219"
"King","Sammamish","WA","98074","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","240244854","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032317"
"King","Sammamish","WA","98075","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","253180021","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"King","Kent","WA","98031","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","233679771","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029406"
"King","Seattle","WA","98117","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","259145694","POINT (-122.38418 47.70044)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001701"
"King","Seattle","WA","98121","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","260453266","POINT (-122.34468 47.61578)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007201"
"King","Bellevue","WA","98005","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","270869812","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023701"
"King","Kent","WA","98030","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","253315436","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029508"
"Clark","Vancouver","WA","98686","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","283309869","POINT (-122.62731 45.71668)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040412"
"King","Sammamish","WA","98075","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","241576814","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032207"
"King","Renton","WA","98058","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","11","227125335","POINT (-122.08747 47.4466)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025602"
"King","Sammamish","WA","98029","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","261293707","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032211"
"King","Issaquah","WA","98029","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","281702130","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032219"
"King","Bellevue","WA","98008","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","281553604","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023403"
"King","Sammamish","WA","98074","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","254466201","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032318"
"King","Maple Valley","WA","98038","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","261766522","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"King","Sammamish","WA","98074","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","237908401","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032318"
"King","Kent","WA","98030","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","258906763","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029505"
"King","Duvall","WA","98019","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","227459823","POINT (-121.98609 47.74068)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032401"
"King","Bellevue","WA","98004","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","264486974","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023902"
"Clark","Camas","WA","98607","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","193741950","POINT (-122.40199 45.58694)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040511"
"King","Kent","WA","98032","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","244337264","POINT (-122.23741 47.3807)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029804"
"King","Kent","WA","98030","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","231163642","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029603"
"King","Seattle","WA","98121","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","220233072","POINT (-122.34468 47.61578)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008004"
"Clark","Vancouver","WA","98682","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","284088507","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041335"
"King","Sammamish","WA","98075","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","259907553","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"Snohomish","Everett","WA","98208","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","275225590","POINT (-122.18637 47.89251)","PUGET SOUND ENERGY INC","53061041606"
"King","Bellevue","WA","98005","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","278410933","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023604"
"King","Covington","WA","98042","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","265728718","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031705"
"King","Maple Valley","WA","98038","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","282685224","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"Thurston","Olympia","WA","98506","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","209422202","POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC","53067010200"
"King","Seattle","WA","98107","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","269803705","POINT (-122.38591 47.67597)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033004701"
"King","Burien","WA","98148","2025","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","278139347","POINT (-122.32863 47.46233)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028500"
"Clark","Ridgefield","WA","98642","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","251140242","POINT (-122.74595 45.81539)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040305"
"King","Mercer Island","WA","98040","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","244256995","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024302"
"King","Kent","WA","98032","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","274110133","POINT (-122.23741 47.3807)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029803"
"Clark","Ridgefield","WA","98642","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","192673827","POINT (-122.74595 45.81539)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040304"
"King","Seattle","WA","98199","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","195381777","POINT (-122.40092 47.65908)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005803"
"King","Kent","WA","98042","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","228698221","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031708"
